,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
40,-639.41785,35.437973,-33.559895,14.588938,8.464897,9.064855,4.5693774,-3.6971934,2.9287543,11.910811,2.1056328,1.4743698,5.0874763,5.0246,3.4108727,-0.0037291353,1.0054563,2.0240927,-0.025724301,3.3628705,2.9830835,1.6885245,3.7769396,1.977647,1.6343696,1.9973466,1.2597077,1.8058317,1.7493488,1.6847844,0.4343364,1.5977782,1.1797949,0.16828024,0.7039405,0.8419513,1.1702908,1.4273415,0.5896639,0.47210172
41,-654.2797,11.179223,-34.65899,2.9162118,-9.037988,2.1052248,-1.7943283,-6.78473,-3.1701124,5.9411836,-3.899271,2.7736702,4.7946496,1.7932423,5.6837616,-0.26383114,-1.4930202,1.6446788,1.1991918,0.4983137,-0.022415698,2.4014204,3.1395493,0.8856092,1.7178218,1.6548302,-1.6141285,0.67704374,1.5306473,-0.7019707,-0.123953514,0.623238,1.6055793,-0.1182417,1.2303113,1.5891079,-0.66736346,0.554519,0.7430553,0.46391392
42,-871.6369,7.1179333,-16.607868,-1.6020703,-4.4163327,1.4520094,-0.48005342,-3.9642608,-1.2364151,4.038491,0.12626968,0.8810618,1.0394437,-0.8577974,0.7482912,-0.5906987,-0.4351741,1.1572183,0.28363988,0.4527574,-0.030060876,0.44569385,1.0931355,-0.7665895,-0.3567061,0.09313893,0.12155088,0.34135744,0.7224117,0.40637192,0.35743773,0.87186253,0.59146637,0.4081714,-0.35448945,0.68469495,0.03875749,-0.55968744,0.16628046,0.23963308
43,-697.1444,14.479409,-36.641098,13.116215,1.5635675,4.7160635,4.922762,-4.045638,0.5284959,6.507298,-0.041886665,2.6084685,1.735021,3.2102954,4.415522,-0.2761049,1.9271907,3.039528,-1.0204586,1.2445413,1.3747345,0.3934328,3.2057796,-0.6606253,-0.3917418,1.411274,0.6266775,0.16828519,0.40592134,0.93933505,0.13599989,1.6336371,-0.03503767,-0.03710583,0.3829647,-0.9172485,-1.1077579,0.045801967,1.1976634,0.7344849
44,-774.25305,15.599884,-16.155304,2.633605,-2.8112562,2.055815,2.7189524,-6.243611,-2.81144,3.15202,-1.7469822,-0.8951005,4.2218714,0.55703765,2.1583278,1.2188486,1.7050053,1.2680849,1.5932282,2.335058,1.425486,0.6949898,0.7610701,-0.43163294,-0.7976939,-0.36462626,-1.1770734,0.86431694,-0.09110322,0.10708354,0.65530354,1.0839309,0.6686935,1.1512588,0.20062365,0.23730867,-0.13298742,0.31264618,-0.022283366,0.12148129
45,-587.85596,27.896116,-40.943333,9.918313,-2.300728,3.5425656,1.9924043,-4.7029514,3.20178,12.154972,0.09329331,3.2485666,4.4300485,3.1166854,3.9379203,-0.35906154,0.4677486,3.5043292,2.5822752,3.9225163,2.2592473,1.6271129,2.2981544,-0.63084143,0.24868111,2.0024073,1.681857,1.6444525,3.0500824,3.2092237,0.56330776,1.1022509,1.4075056,0.8651747,2.6565847,2.4490547,2.19501,2.33273,1.0533433,2.4396634
46,-699.7942,34.63901,-17.766302,11.167493,9.235936,10.744018,4.3197355,-0.37519664,5.979835,9.768926,-0.37344334,1.5793728,2.990545,2.836344,2.6150227,-0.42570058,0.3851028,2.8525326,0.95411545,1.3135273,2.2911706,1.0895135,1.9575281,-0.013305738,-0.016064309,0.07472085,-0.059764687,1.7570236,1.676375,2.0212991,0.87456405,0.35832554,0.89894676,1.1171058,-0.20490596,0.36563778,0.6422559,0.46123892,1.3404238,0.92607784
47,-674.77545,30.124289,-22.745413,12.254021,7.4931407,10.46142,2.9616864,-4.5624733,1.9418852,8.328642,-1.5122418,1.5080833,3.2190526,2.4182937,3.218462,-0.99740934,0.7147798,2.6096,0.9874072,1.9622661,2.3577735,0.17716977,1.1808655,-0.5016694,-0.59048814,-0.81421477,-0.15717383,0.78575724,-0.19017851,1.6515733,0.7568324,0.6548627,0.4705271,1.2835834,-0.47871822,-0.36321032,0.1954799,-0.44515753,0.3732497,0.17241028
48,-766.5187,38.387863,-16.703043,3.4321442,3.6981003,6.4109287,0.52965784,-3.224144,2.341292,6.0977955,3.4458525,0.8020411,-0.5244481,2.6144288,4.240911,1.5529907,1.8063585,3.1921751,1.9202576,2.6983192,0.6926211,-0.0673226,0.023053076,2.017746,0.7808616,0.36485088,1.5933,1.1638591,0.000221192,0.2601074,1.3140264,0.5487373,0.14360474,1.8666743,0.8269652,-0.25313663,0.466606,0.36349,0.81641126,1.7242404
49,-683.84265,40.712498,-14.667513,12.865626,11.502232,13.252263,2.122763,-4.39819,2.7767231,8.2178,-1.2524831,0.6859391,2.4396346,4.1553698,5.108819,0.55627656,1.3218278,4.2162495,1.9586319,1.863237,2.188382,0.821935,1.1298805,-1.0844088,-0.39211163,-0.030558519,-0.21508273,0.55478,0.5651987,1.7470434,1.3611554,1.3760676,1.3468819,1.3693081,-0.59585106,-0.3360465,-0.29606128,-0.011675492,1.2068281,0.6519665
50,-687.528,49.682972,-21.67906,0.95185196,12.876173,18.904228,2.0652478,-2.5053759,6.4522514,10.791361,0.8409263,1.6501459,3.2883043,3.2401874,6.4260583,1.4471874,0.9925889,3.5598867,2.9898095,3.5760517,2.6714327,1.9748389,1.0995834,3.0743473,2.9111867,2.055748,0.85845464,0.7158718,1.4340521,1.9620417,1.3526528,0.8421746,2.2390766,3.3572917,0.6924572,0.063335314,0.68617755,1.5086218,1.5215979,1.2171607
51,-790.4681,13.212216,-22.582285,4.532764,3.4154477,5.3824773,4.870903,2.41484,-0.41174716,5.158218,1.5159372,0.30983692,-0.9119272,1.0278856,4.329457,-0.18245782,-0.91670173,3.3824737,0.55771756,-0.7890334,2.2668746,-0.16143727,0.33803722,0.6554308,-0.3310322,-0.9498508,-0.4864085,0.48180214,-0.5809683,0.5826144,-0.972909,0.97074205,0.6411783,-0.3975464,0.4429138,-0.16046675,-0.55697334,0.009129545,0.8697394,-0.6999984
52,-660.3385,38.307144,-28.534035,0.25592515,3.6970525,16.735012,-0.2213638,-8.309127,5.217165,9.766829,-0.3545403,4.54114,1.9262189,0.27119213,6.9644957,0.89864093,-0.1039546,4.387007,1.2987796,2.196368,3.5723588,2.1450708,1.15719,0.67762285,0.39863136,0.5808432,0.46005315,1.4317374,0.999853,0.9654499,0.89479405,0.30818653,1.2790219,0.56025296,0.850547,1.5708559,1.043479,0.89796305,1.2833059,0.44672707
53,-747.57855,37.516567,-9.925746,3.5079553,9.949824,11.304343,5.155734,1.022441,3.9405913,8.496717,2.4311924,0.31187508,0.2645454,1.4022702,2.9991803,1.1851298,0.8133889,2.747678,2.4429677,1.4080505,0.5936631,0.23805612,0.39917317,0.788682,1.0471404,1.2698824,1.1562071,1.4656179,0.8383125,1.1427051,1.1247576,1.0471021,0.92586625,0.8185994,-0.051052578,-0.29269087,0.23521166,0.31622887,1.1392831,1.2192738
54,-758.2051,12.857949,-14.740221,4.7754474,1.4944795,11.675682,3.5913646,-6.2656884,0.48426056,3.975711,-1.794963,3.2075534,0.18180262,-0.08937861,3.7861044,-0.1690196,-1.1582078,0.8258441,-0.08423729,-0.3620586,1.4381819,-0.3231179,1.5189955,-0.33553836,0.38494387,0.3410364,-0.9043216,-0.25161785,-0.91344035,1.0493691,0.055952515,-0.07755903,0.073909655,0.43908632,0.45542848,0.18801917,-0.09044123,-0.64088666,0.5877086,0.1270987
55,-735.54126,7.9050946,-26.809994,-0.9804898,-4.871097,7.1035223,-4.0211544,-8.967602,0.7755799,2.9183753,-4.568989,3.7881405,0.94054747,-0.50381446,5.316699,-1.5564755,-1.515239,2.431354,-0.21238488,1.6783458,0.94430476,0.12558433,0.782025,1.1397521,0.091218226,0.15604492,-0.13418669,-1.0321802,-0.47391263,0.42398012,0.9241902,0.6438616,0.27160063,0.043706276,0.4412469,0.99423313,-0.11984417,-0.39409664,0.956195,0.72312653
