Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,algorithm,learning_rate,n_estimators,random_state,best_accuracy_cv_mean,cv_accuracy_mean,cv_accuracy_std,cv_f1_macro_mean,cv_f1_macro_std,cv_precision_macro_mean,cv_precision_macro_std,cv_recall_macro_mean,cv_recall_macro_std,test_accuracy,test_auc_macro_ovr,test_f1_macro,test_precision_macro,test_recall_macro
2025-04-19 00:05:23,11.7s,0cc636547b7d42c1bd4e2731c26ed595,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.56,130,42,0.9791232290831328,,,,,,,,,0.9722222222222222,0.999544515427792,0.9699812382739212,0.97,0.9704260651629072
2025-04-19 00:03:04,2.3min,737abf8920944f038a232d8b322e7db5,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,1.0,190,42,,0.703314621758888,0.10442895181893004,0.6213248911637799,0.1275403358915388,0.5917518796992483,0.12668160721260927,0.7125,0.09796403885399613,,,,,
2025-04-19 00:00:41,2.4min,be57f58d8acf4c979111947a04ff4ea6,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,1.0,190,42,,0.9629778134188719,0.019779723559179414,0.9628756931479892,0.019389768870309316,0.9646069831441348,0.018486015313796973,0.9637899896800827,0.018889991138931785,,,,,
2025-04-18 23:58:20,2.4min,7149fcfd9ac24a05b87335597cbb7bcb,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.89,190,42,,0.9349104517508687,0.08533740700673222,0.926324093706067,0.10193023465597677,0.9567313381492948,0.04542807404059307,0.9389052287581698,0.07737098427987033,,,,,
2025-04-18 23:55:58,2.4min,bb12729595104190af8e854d5e17b878,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.89,190,42,,0.9698476343223736,0.020317111875719482,0.9695894812427321,0.02049444992428261,0.9712803577571381,0.019756405481231535,0.970500515995872,0.01842192175818423,,,,,
2025-04-18 23:53:32,2.4min,40fce75194cb445790d1d2a4ef21e8ed,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.78,190,42,,0.9372894947874901,0.08013271408728938,0.9306539255262487,0.09327093822431487,0.9576500453450919,0.04321878073479955,0.9410104919160647,0.07262289214709534,,,,,
2025-04-18 23:51:01,2.5min,8d13f4208be84f69bf2d7980b660a29a,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.78,190,42,,0.9721464848970864,0.015788979580569573,0.9719321012475911,0.01597841583466696,0.9723882008943928,0.016266645137944125,0.9723581011351909,0.01551962598922835,,,,,
2025-04-18 23:48:44,2.3min,6cd7fe0c464847ec80ce1e14560dd68a,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.67,190,42,,0.9791232290831328,0.011382559713226091,0.9791240020865508,0.011279437352115906,0.9801900584795321,0.010867796041543514,0.979139146886825,0.011128348722759801,,,,,
2025-04-18 23:46:22,2.4min,e1f9a4f0da8b441aa71a1b65acfc4b5a,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.67,190,42,,0.9652499331729484,0.01640780361726903,0.9649101581578362,0.016106651028504167,0.9661685586515307,0.015841719853523104,0.9659253525971792,0.015251187337360719,,,,,
2025-04-18 23:43:58,2.4min,c3cfdb9e6f0b40e1b1a27bfde5dc251f,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.56,190,42,,0.9768243785084202,0.007397051293847828,0.9765764469958018,0.007599893138875218,0.9775756793945648,0.007510871905793731,0.9767862057103545,0.007533968537965657,,,,,
2025-04-18 23:41:36,2.4min,6fefa0e657874763a3b71c7e973975ef,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.56,190,42,,0.9721732157177225,0.01886415811216952,0.9721133157091411,0.018824777547949145,0.9738797975330483,0.018464085376723952,0.9724750601995185,0.017726745613398116,,,,,
2025-04-18 23:39:15,2.4min,cbe0d1e8475249cab38c9cd98e94ed29,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.45,190,42,,0.96987436514301,0.009383089197300739,0.9697667275959996,0.009716695552612334,0.9720292397660819,0.00883821640865826,0.9697273821809427,0.009395901815643674,,,,,
2025-04-18 23:37:01,2.2min,e185ae90e9be439e846b3c4d0a8c423e,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.45,190,42,,0.96987436514301,0.01400746013424114,0.9699948886287147,0.014121408818608896,0.9714633642930857,0.014537015614666316,0.9705306157550739,0.012511096322828194,,,,,
2025-04-18 23:34:44,2.3min,dd09719ab1814acdbd4f8c3c0fb36c92,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.34,190,42,,0.9744987971130714,0.008759147866334367,0.9744502026504425,0.00864793537544938,0.975767801857585,0.00873583794006847,0.9744332645338837,0.008474170949929662,,,,,
2025-04-18 23:32:27,2.3min,f549570bf38e445689ea042329dcfc83,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.34,190,42,,0.9652232023523123,0.01479313658100906,0.9649777245783439,0.015169238593534808,0.9666104231166152,0.014922244917201993,0.965530615755074,0.014299676484919295,,,,,
2025-04-18 23:30:12,2.2min,daab27f952414e0287af0edb357571ad,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.23,190,42,,0.9721464848970864,0.014015874448177555,0.9723277508709447,0.014001819258808472,0.9737932576539388,0.013177188924697752,0.9727227382180942,0.01346848335742698,,,,,
2025-04-18 23:27:57,2.2min,bdacb010f8974d319215f4332f18e362,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.23,190,42,,0.9285217856188185,0.07380695674213804,0.9152260572706494,0.09998584758480729,0.911248194014448,0.11085488708665707,0.9276496388028894,0.07588021125167313,,,,,
2025-04-18 23:25:43,2.2min,b529cd4c15de477f9c31c04421ef2fa6,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.12,190,42,,0.9767976476877841,0.010460122261788465,0.9768496688928628,0.010588095780403548,0.977639146886825,0.010512557438872834,0.9770639834881321,0.010321680275993946,,,,,
2025-04-18 23:23:28,2.2min,3dc38ffaa8b74b09adc54a7368ef5a98,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.12,190,42,,0.7729484095161723,0.09094229826710362,0.6972960029153362,0.11742106494793501,0.7226417461052435,0.18208946249571498,0.7588496732026144,0.08648798270350037,,,,,
2025-04-18 23:21:14,2.2min,3a952a52a9694277851a918733196688,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.01,190,42,,0.9372627639668538,0.08566173311764852,0.9250012142208787,0.11008353866368564,0.9219260917264014,0.1178589348222122,0.9366692466460268,0.08776729601739706,,,,,
2025-04-18 23:19:00,2.2min,e481c05642594508939954514a7f610d,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.01,190,42,,0.5739107190590751,0.14299482541870298,0.43719214110936566,0.17389203683496024,0.381051815058007,0.1859528118653024,0.5529248366013072,0.14465951589619844,,,,,
2025-04-18 23:16:53,2.1min,12dfe65687b64b919f62790b134005c9,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,1.0,180,42,,0.657043571237637,0.07739885920152859,0.57261190402707,0.09816437013903825,0.5620741019214703,0.10641011622214913,0.6703947368421053,0.07361839165607804,,,,,
2025-04-18 23:14:48,2.1min,c9dd86a0950048e7af0087a57812d345,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,1.0,180,42,,0.9629778134188719,0.019779723559179414,0.9628756931479892,0.019389768870309316,0.9646069831441348,0.018486015313796973,0.9637899896800827,0.018889991138931785,,,,,
2025-04-18 23:12:42,2.1min,aa75b577fa0b4456aecafb922a254880,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.89,180,42,,0.9349104517508687,0.08533740700673222,0.926324093706067,0.10193023465597677,0.9567313381492948,0.04542807404059307,0.9389052287581698,0.07737098427987033,,,,,
2025-04-18 23:10:37,2.1min,485312f8941d4f09aecdff9bfd1e66c2,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.89,180,42,,0.9698476343223736,0.020317111875719482,0.9695894812427321,0.02049444992428261,0.9712803577571381,0.019756405481231535,0.970500515995872,0.01842192175818423,,,,,
2025-04-18 23:08:31,2.1min,9b5cdf8b6aa647bd90f7b547af59ff9f,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.78,180,42,,0.9395883453622027,0.08171822162224728,0.9329471278194509,0.0947943268909814,0.9597553085029865,0.04493980205748272,0.9433634330925352,0.07428636588116241,,,,,
