Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,algorithm,learning_rate,n_estimators,random_state,best_accuracy_cv_mean,cv_accuracy_mean,cv_accuracy_std,cv_f1_macro_mean,cv_f1_macro_std,cv_precision_macro_mean,cv_precision_macro_std,cv_recall_macro_mean,cv_recall_macro_std,test_accuracy,test_auc_macro_ovr,test_f1_macro,test_precision_macro,test_recall_macro
2025-04-18 23:06:25,2.1min,19a0a67b1d2747b9b7eb2d64145c40e1,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.78,180,42,,0.9721464848970864,0.015788979580569573,0.9719321012475911,0.01597841583466696,0.9723882008943928,0.016266645137944125,0.9723581011351909,0.01551962598922835,,,,,
2025-04-18 23:04:18,2.1min,f0d38dbedf324e23a3720c39cd2c6fd9,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.67,180,42,,0.9744987971130714,0.011437043307089313,0.9745218999844487,0.011199646120317474,0.9760964912280702,0.01066049150534161,0.9744332645338838,0.010858508393125741,,,,,
2025-04-18 23:02:11,2.1min,0604b17668e542e799536900a8b56e95,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.67,180,42,,0.9652499331729484,0.01640780361726903,0.9649101581578362,0.016106651028504167,0.9661685586515307,0.015841719853523104,0.9659253525971792,0.015251187337360719,,,,,
2025-04-18 23:00:05,2.1min,bc7d55b3ec414abdad30e0716d4f1093,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.56,180,42,,0.9791232290831328,0.011382559713226093,0.9788696492890041,0.011560086768938133,0.9796809425524596,0.011146236630549007,0.979139146886825,0.011523197201468063,,,,,
2025-04-18 22:57:58,2.1min,a165aaa89f9a4bb68e6902f8629c392f,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.56,180,42,,0.9721732157177225,0.01886415811216952,0.9721133157091411,0.018824777547949145,0.9738797975330483,0.018464085376723952,0.9724750601995185,0.017726745613398116,,,,,
2025-04-18 22:55:53,2.1min,984ddf99f1614163a12d9141fabb37e6,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.45,180,42,,0.96987436514301,0.009383089197300739,0.9697667275959996,0.009716695552612334,0.9720292397660819,0.00883821640865826,0.9697273821809427,0.009395901815643674,,,,,
2025-04-18 22:53:48,2.1min,dbc2e7915dc0423d84b11045ee4439b1,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.45,180,42,,0.96987436514301,0.01400746013424114,0.9699948886287147,0.014121408818608896,0.9714633642930857,0.014537015614666316,0.9705306157550739,0.012511096322828194,,,,,
2025-04-18 22:51:38,2.2min,5becb4ccdb5f44af9837765300735ec5,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.34,180,42,,0.9744987971130714,0.008759147866334367,0.9744502026504425,0.00864793537544938,0.975767801857585,0.00873583794006847,0.9744332645338837,0.008474170949929662,,,,,
2025-04-18 22:49:31,2.1min,01556fb7c9bd48e0a0090583ec365c1c,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.34,180,42,,0.9652232023523123,0.01479313658100906,0.9649777245783439,0.015169238593534808,0.9666104231166152,0.014922244917201993,0.965530615755074,0.014299676484919295,,,,,
2025-04-18 22:47:24,2.1min,74ce3ffe05b24abdbda621b8682c141a,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.23,180,42,,0.9744720662924353,0.011458452418793251,0.9744844622041267,0.011615238941583367,0.975547643618851,0.011409009810777105,0.9747110423116615,0.01133133357501463,,,,,
2025-04-18 22:45:17,2.1min,937e82037e6446dc9eb006dfd3cf0cdf,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.23,180,42,,0.9285217856188185,0.07380695674213804,0.9152260572706494,0.09998584758480729,0.911248194014448,0.11085488708665707,0.9276496388028894,0.07588021125167313,,,,,
2025-04-18 22:43:10,2.1min,068e365c49b54e3b826dc125cf4e2021,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.12,180,42,,0.9721464848970864,0.014015874448177555,0.9720782572979217,0.014281305368976687,0.9729169246646027,0.014302969710101598,0.9724888200894393,0.013773696633524202,,,,,
2025-04-18 22:41:04,2.1min,270519d96e7d4d9789909c3bff181055,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.12,180,42,,0.7729484095161723,0.09094229826710362,0.6972960029153362,0.11742106494793501,0.7226417461052435,0.18208946249571498,0.7588496732026144,0.08648798270350037,,,,,
2025-04-18 22:38:57,2.1min,36f3726e2f66413fbb7bd649045c4c2f,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.01,180,42,,0.9372627639668538,0.08566173311764852,0.9250012142208787,0.11008353866368564,0.9219260917264014,0.1178589348222122,0.9366692466460268,0.08776729601739706,,,,,
2025-04-18 22:36:50,2.1min,46f1d83174d94303a1fc65fe27cd922b,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.01,180,42,,0.576236300454424,0.14356925931370187,0.4419058120792432,0.17504064229396632,0.4016232436294356,0.19373899714337414,0.5552777777777778,0.14529703203895863,,,,,
2025-04-18 22:34:50,2.0min,c3042255a560496e93aaedad01ca18f4,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,1.0,170,42,,0.657043571237637,0.07739885920152859,0.57261190402707,0.09816437013903825,0.5620741019214703,0.10641011622214913,0.6703947368421053,0.07361839165607804,,,,,
2025-04-18 22:32:50,2.0min,de1ec1a735b247d0a2cb803928c60e5f,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,1.0,170,42,,0.9629778134188719,0.019779723559179414,0.9628756931479892,0.019389768870309316,0.9646069831441348,0.018486015313796973,0.9637899896800827,0.018889991138931785,,,,,
2025-04-18 22:30:50,2.0min,c1a957e86e9941f591eb901d6d638d3f,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.89,170,42,,0.9326116011761562,0.08369199244665819,0.9240308914128649,0.10036383975077215,0.9546260749914002,0.043580438312644035,0.9365522875816993,0.07563669566626875,,,,,
2025-04-18 22:28:49,2.0min,bb0a21edc0964b6395aeffb3cae2a53d,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.89,170,42,,0.9698476343223736,0.020317111875719482,0.9695894812427321,0.02049444992428261,0.9712803577571381,0.019756405481231535,0.970500515995872,0.01842192175818423,,,,,
2025-04-18 22:26:45,2.1min,fcc04a18052142e189db0aa7f59f66e8,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.78,170,42,,0.934963913392141,0.08472774569693897,0.9288480540867639,0.09685062252555607,0.9569325765393877,0.04460739780018704,0.9386575507395941,0.07725534463119071,,,,,
2025-04-18 22:24:47,2.0min,f4e8f815b3e04236a3c1e7402f29598b,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.78,170,42,,0.9721464848970864,0.015788979580569573,0.9719321012475911,0.01597841583466696,0.9723882008943928,0.016266645137944125,0.9723581011351909,0.01551962598922835,,,,,
2025-04-18 22:22:48,2.0min,3fdfa87cf82f4fe38cadbd4593804126,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.67,170,42,,0.9744987971130714,0.011437043307089313,0.9745218999844487,0.011199646120317474,0.9760964912280702,0.01066049150534161,0.9744332645338838,0.010858508393125741,,,,,
2025-04-18 22:20:50,2.0min,db672423598a4982bb1c1104ded9449e,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.67,170,42,,0.9652499331729484,0.01640780361726903,0.9649101581578362,0.016106651028504167,0.9661685586515307,0.015841719853523104,0.9659253525971792,0.015251187337360719,,,,,
2025-04-18 22:18:49,2.0min,18ecde79577d455ab0d96881e1b49302,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.56,170,42,,0.9791232290831328,0.011382559713226093,0.9788696492890041,0.011560086768938133,0.9796809425524596,0.011146236630549007,0.979139146886825,0.011523197201468063,,,,,
2025-04-18 22:16:49,2.0min,88da766513d345d8acaa9bebd7ad94fc,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.56,170,42,,0.9721732157177225,0.01886415811216952,0.9721133157091411,0.018824777547949145,0.9738797975330483,0.018464085376723952,0.9724750601995185,0.017726745613398116,,,,,
2025-04-18 22:14:51,2.0min,8147dade67b84416aaf541ca5c242b09,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.45,170,42,,0.96987436514301,0.009383089197300739,0.9697667275959996,0.009716695552612334,0.9720292397660819,0.00883821640865826,0.9697273821809427,0.009395901815643674,,,,,
2025-04-18 22:12:52,2.0min,2eb667df2d2f42f1a08b6ea7248debab,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.45,170,42,,0.96987436514301,0.01400746013424114,0.9699948886287147,0.014121408818608896,0.9714633642930857,0.014537015614666316,0.9705306157550739,0.012511096322828194,,,,,
2025-04-18 22:10:50,2.0min,7828a5dddbdd443ebcf3cce5923eb7fd,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.34,170,42,,0.9744987971130714,0.008759147866334367,0.9742647073079012,0.008844709152250795,0.9756671826625386,0.00885890524010282,0.9744332645338837,0.008474170949929662,,,,,
2025-04-18 22:08:51,2.0min,41e93821c6b94791aef291414dc32827,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.34,170,42,,0.9652232023523123,0.01479313658100906,0.9649777245783439,0.015169238593534808,0.9666104231166152,0.014922244917201993,0.965530615755074,0.014299676484919295,,,,,
2025-04-18 22:06:51,2.0min,412790a9e4704be5af124eb0b4af789b,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.23,170,42,,0.9744720662924353,0.011458452418793251,0.9744844622041267,0.011615238941583367,0.975547643618851,0.011409009810777105,0.9747110423116615,0.01133133357501463,,,,,
2025-04-18 22:04:53,2.0min,d3f0ee26c0ab4b158e5adc0f26cb8c44,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.23,170,42,,0.8866613205025395,0.09175748907139583,0.8643100306449453,0.11891443349293476,0.8895908309097165,0.10646177154115567,0.8895072239422085,0.08788844077092103,,,,,
2025-04-18 22:02:55,2.0min,99b8399fe68b468496ae18986af91d6f,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.12,170,42,,0.9767976476877841,0.010460122261788465,0.9768496688928628,0.010588095780403548,0.977639146886825,0.010512557438872834,0.9770639834881321,0.010321680275993946,,,,,
2025-04-18 22:00:55,2.0min,47efd98fe7064f518e33a47dd9c5ed5a,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.12,170,42,,0.7729484095161723,0.09094229826710362,0.6972960029153362,0.11742106494793501,0.7226417461052435,0.18208946249571498,0.7588496732026144,0.08648798270350037,,,,,
2025-04-18 21:58:55,2.0min,411aff28a2104e06926dfd093fa1d99b,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.01,170,42,,0.9349639133921412,0.08471315478515978,0.9226298105591525,0.10904538934047456,0.9198208285685066,0.11689283695007015,0.9341692466460267,0.08673266740131222,,,,,
2025-04-18 21:56:55,2.0min,b100a2ab544545fdb7320b81a8c87cc3,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.01,170,42,,0.5371291098636728,0.09428144225196439,0.38988747795564593,0.10749710789830762,0.36372850678733026,0.1574677460496449,0.5152777777777777,0.0942235979983416,,,,,
2025-04-18 21:55:04,1.9min,332c6c5641af40fc8efadae56730c6df,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,1.0,160,42,,0.657043571237637,0.07739885920152859,0.57261190402707,0.09816437013903825,0.5620741019214703,0.10641011622214913,0.6703947368421053,0.07361839165607804,,,,,
2025-04-18 21:53:13,1.8min,f606aa122eaa4f2f8b7bf24c1bba0b44,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,1.0,160,42,,0.9629778134188719,0.019779723559179414,0.9628756931479892,0.019389768870309316,0.9646069831441348,0.018486015313796973,0.9637899896800827,0.018889991138931785,,,,,
2025-04-18 21:51:19,1.9min,daba73fbc5ff4bdeadea8597911390c6,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.89,160,42,,0.9349104517508687,0.08533740700673222,0.926324093706067,0.10193023465597677,0.9567313381492948,0.04542807404059307,0.9389052287581698,0.07737098427987033,,,,,
2025-04-18 21:49:26,1.9min,a6735605e713463da4c9807e764a9a52,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.89,160,42,,0.9698476343223736,0.020317111875719482,0.9695894812427321,0.02049444992428261,0.9712803577571381,0.019756405481231535,0.970500515995872,0.01842192175818423,,,,,
2025-04-18 21:47:31,1.9min,3b6b6230389c42bb8b0a76cadf7d9a8c,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.78,160,42,,0.9395883453622027,0.08171822162224728,0.9329471278194509,0.0947943268909814,0.9597553085029865,0.04493980205748272,0.9433634330925352,0.07428636588116241,,,,,
2025-04-18 21:45:39,1.9min,cbaeca7d152b4c55a07f1e000ae932dc,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.78,160,42,,0.9721464848970864,0.015788979580569573,0.9719321012475911,0.01597841583466696,0.9723882008943928,0.016266645137944125,0.9723581011351909,0.01551962598922835,,,,,
2025-04-18 21:43:46,1.9min,20d3633488f7478492650a8d1bbf9a77,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.67,160,42,,0.9721999465383586,0.00935655092922976,0.972285596695514,0.009097566894746133,0.9742017543859649,0.008792819181761965,0.9720803233574132,0.008666129804607218,,,,,
2025-04-18 21:41:54,1.9min,fca384f8ae7744aa852d491a7c5238fc,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME,0.67,160,42,,0.9652499331729484,0.01640780361726903,0.9649101581578362,0.016106651028504167,0.9661685586515307,0.015841719853523104,0.9659253525971792,0.015251187337360719,,,,,
2025-04-18 21:40:00,1.9min,d65d111a3fd747b192336167f3516feb,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,SAMME.R,0.56,160,42,,0.9791232290831328,0.011382559713226093,0.9788696492890041,0.011560086768938133,0.9796809425524596,0.011146236630549007,0.979139146886825,0.011523197201468063,,,,,
