Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,C,gamma,kernel,probability,best_accuracy_cv_mean,cv_accuracy_mean,cv_accuracy_std,cv_f1_macro_mean,cv_f1_macro_std,cv_precision_macro_mean,cv_precision_macro_std,cv_recall_macro_mean,cv_recall_macro_std,test_accuracy,test_auc_macro_ovr,test_f1_macro,test_precision_macro,test_recall_macro
2025-04-19 14:47:04,1.0s,f2a0e005ab8e44bc8ed79157a0bdb490,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,5,scale,poly,True,,0.9259288960171077,0.023872044637938603,0.9258636274120144,0.0244649155879235,0.9343490627020039,0.02218620107454914,0.9264757481940145,0.023892021475773528,,,,,
2025-04-19 14:47:03,0.7s,80ff3715abe64ef587e36fd15aa6b1ab,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,1,1,poly,True,,0.9883988238438921,0.010400453580250277,0.9881887894942925,0.010492635530023393,0.9891228070175438,0.009684323529583318,0.9882894736842104,0.010380569959640028,,,,,
2025-04-19 14:47:02,0.7s,d4c66ac69ebf495d989e109c209c5b70,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,1,0.1,poly,True,,0.9883988238438921,0.010400453580250277,0.9881887894942925,0.010492635530023393,0.9891228070175438,0.009684323529583318,0.9882894736842104,0.010380569959640028,,,,,
2025-04-19 14:47:01,1.2s,b395d0cfd3ef48d3b25eaea288352231,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,1,0.01,poly,True,,0.8565356856455495,0.027733609656517864,0.844733920404709,0.03301238853947038,0.8896066382743737,0.02638571125123591,0.8578482972136223,0.026631123888504173,,,,,
2025-04-19 14:46:57,4.1s,ee31634f470043a1809cef6485a1f738,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,1,auto,poly,True,,0.4051323175621492,0.0259377680294022,0.31240727875479407,0.015604924782356354,0.3525263983134502,0.019194784490242183,0.39243567251461986,0.02034257325374316,,,,,
2025-04-19 14:46:56,1.2s,f6646dd16d5145a0b6b4779d7659691d,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,1,scale,poly,True,,0.8519112536754878,0.029422486897627217,0.8385286688569968,0.0348449327245036,0.8862650947604165,0.02764988239550769,0.8532731338149295,0.02815796591692914,,,,,
2025-04-19 14:46:55,0.6s,939b83050e4342f99f0063b12466c061,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,0.1,1,poly,True,,0.9883988238438921,0.010400453580250277,0.9881887894942925,0.010492635530023393,0.9891228070175438,0.009684323529583318,0.9882894736842104,0.010380569959640028,,,,,
2025-04-19 14:46:55,0.7s,a198b04084eb40b38f0978223c82e405,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,0.1,0.1,poly,True,,0.9860999732691793,0.008716051261135654,0.98589558720109,0.008772657371728066,0.9870175438596492,0.008106537287093972,0.9859365325077398,0.008648306323990681,,,,,
2025-04-19 14:46:53,1.4s,19d9f6750d2d4e59b7045f9578a2c36b,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,0.1,0.01,poly,True,,0.7870355519914461,0.00924074842536094,0.7244092538286087,0.008891291422487143,0.6947853231382644,0.008218399998310777,0.7884365325077398,0.010373550006380532,,,,,
2025-04-19 14:46:49,4.5s,24ef134fe708458ab5c08934c672932c,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,0.1,auto,poly,True,,0.23370756482224003,0.03302188008060566,0.09582972582972583,0.048824606656727984,0.08428748997594225,0.08161349473141553,0.2164705882352941,0.032941176470588224,,,,,
2025-04-19 14:46:47,1.5s,b0aba009495d44e18d52deb3be9598e2,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,0.1,scale,poly,True,,0.7847099705960974,0.012003120738463336,0.7220620846579101,0.012507995704622462,0.6926938198702904,0.01223514817113899,0.7863312693498452,0.012856649901614142,,,,,
2025-04-19 14:46:46,0.7s,881fccdd704a485496e808ab9025d167,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,20,1,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:46,0.7s,684af2b92a4c48e39f554260e421a493,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,20,0.1,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:45,0.7s,42178ae3922d4e7e842db075cb757f4c,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,20,0.01,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:44,0.7s,e91e7b60c68a42619104e553810b05bd,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,20,auto,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:44,0.8s,f5ec272f3126434496468ffe577535f0,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,20,scale,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:43,0.7s,034d12f087764b50887d3ce1a935b751,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,10,1,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:42,0.7s,ea8835ef369a433da29a4c517e9b1b4d,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,10,0.1,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:41,0.8s,8bb1ff5337484cc8aa54536fc6a4ac2a,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,10,0.01,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:41,0.7s,fce2c696d7c845ccb0b466b36ae1f65d,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,10,auto,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:40,0.8s,3faf45f66c4e4b96963c44b900c6c82a,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,10,scale,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:39,0.8s,229942f2a15448f0914a9e2a0846c9a7,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,5,1,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:38,0.8s,1d3567dd78d54af290928a8920755a12,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,5,0.1,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:38,0.7s,7bd37704f7434828b641e0258062cb2b,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,5,0.01,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:37,0.7s,bc39f57329a84eadbf254e8d5da2c42c,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,5,auto,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:36,0.9s,36f8684855cd443faec5b1148a0baa19,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,5,scale,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:35,0.9s,5c577f04569f488c9ddb1592d6b28841,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,1,1,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:34,0.8s,66cb4c5a72dc4474b63e92d33f9f50b5,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,1,0.1,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:34,0.8s,b69ff11da51d46dcbbbc8dd33a6fb162,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,1,0.01,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:33,0.7s,fb112d048d6343e3b9e0e99c61774823,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,1,auto,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:32,0.7s,c3630832d6a34ae984428ce07a30578f,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,1,scale,linear,True,,0.9930499866345898,0.005674872008145004,0.992980415690093,0.005737161451964307,0.9933195734434126,0.005468599890861417,0.9930417956656346,0.005716267852438153,,,,,
2025-04-19 14:46:31,0.7s,e84303b8c63a4a8a854c01c767e642fc,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,0.1,1,linear,True,,0.9953488372093023,0.005696487773914378,0.9952736179832954,0.005792841673498965,0.9954248366013072,0.005607218454778337,0.9953947368421051,0.005674699645486241,,,,,
2025-04-19 14:46:31,0.7s,d6667ccde4bd4208acc3ce5496bc1fdf,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,0.1,0.1,linear,True,,0.9953488372093023,0.005696487773914378,0.9952736179832954,0.005792841673498965,0.9954248366013072,0.005607218454778337,0.9953947368421051,0.005674699645486241,,,,,
2025-04-19 14:46:30,0.8s,5407fabf14f644c1bd780d096ab551cb,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,0.1,0.01,linear,True,,0.9953488372093023,0.005696487773914378,0.9952736179832954,0.005792841673498965,0.9954248366013072,0.005607218454778337,0.9953947368421051,0.005674699645486241,,,,,
2025-04-19 14:46:29,0.8s,a47aa647b20c4c54aa5c995ee317e298,,LOCAL,C:\Users\ziyif\miniconda3\envs\sklearn\lib\site-packages\ipykernel_launcher.py,ziyif,FINISHED,0.1,auto,linear,True,,0.9953488372093023,0.005696487773914378,0.9952736179832954,0.005792841673498965,0.9954248366013072,0.005607218454778337,0.9953947368421051,0.005674699645486241,,,,,
